date,price
2024-12-10,87874.54
2024-12-11,88300.9
2024-12-12,88729.59
2024-12-13,89160.59
2024-12-14,89593.88
2024-12-15,90029.42
2024-12-16,90467.2
2024-12-17,90907.19
2024-12-18,91349.36
2024-12-19,91793.68
2024-12-20,92240.14
2024-12-21,92688.71
2024-12-22,93139.35
2024-12-23,93592.06
2024-12-24,94046.79
2024-12-25,94503.53
2024-12-26,94962.25
2024-12-27,95422.93
2024-12-28,95885.53
2024-12-29,96350.04
2024-12-30,96816.43
2024-12-31,97284.68
2025-01-01,97754.75
2025-01-02,98226.62
2025-01-03,98700.28
2025-01-04,99175.69
2025-01-05,99652.82
2025-01-06,100131.66
2025-01-07,100612.17
2025-01-08,101094.34
2025-01-09,101578.13
2025-01-10,102063.53
2025-01-11,102550.5
2025-01-12,103039.02
2025-01-13,103529.07
2025-01-14,104020.62
2025-01-15,104513.64
2025-01-16,105008.11
2025-01-17,105504.01
2025-01-18,106001.31
2025-01-19,106499.98
2025-01-20,107000.0
2025-01-21,107501.34
2025-01-22,108003.98
2025-01-23,108507.9
2025-01-24,109013.06
2025-01-25,109519.45
2025-01-26,110027.03
2025-01-27,110535.78
2025-01-28,111045.68
2025-01-29,111556.7
2025-01-30,112068.82
2025-01-31,112582.01
2025-02-01,113096.24
2025-02-02,113611.49
2025-02-03,114127.74
2025-02-04,114644.96
2025-02-05,115163.13
2025-02-06,115682.21
2025-02-07,116202.18
2025-02-08,116723.03
2025-02-09,117244.72
2025-02-10,117767.22
2025-02-11,118290.52
2025-02-12,118814.59
2025-02-13,119339.4
2025-02-14,119864.93
2025-02-15,120000.0
2025-02-16,120000.0
2025-02-17,120000.0
2025-02-18,120000.0
2025-02-19,120000.0
2025-02-20,120000.0
2025-02-21,120000.0
2025-02-22,120000.0
2025-02-23,120000.0
2025-02-24,120000.0
2025-02-25,120000.0
2025-02-26,120000.0
2025-02-27,120000.0
2025-02-28,120000.0
2025-03-01,120000.0
2025-03-02,120000.0
2025-03-03,120000.0
2025-03-04,120000.0
2025-03-05,120000.0
2025-03-06,120000.0
2025-03-07,120000.0
2025-03-08,120000.0
2025-03-09,120000.0
2025-03-10,120000.0
2025-03-11,120000.0
2025-03-12,120000.0
2025-03-13,120000.0
2025-03-14,120000.0
2025-03-15,120000.0
2025-03-16,120000.0
2025-03-17,120000.0
2025-03-18,120000.0
2025-03-19,120000.0
2025-03-20,120000.0
2025-03-21,120000.0
2025-03-22,120000.0
2025-03-23,120000.0
2025-03-24,120000.0
2025-03-25,120000.0
2025-03-26,120000.0
2025-03-27,120000.0
2025-03-28,120000.0
2025-03-29,120000.0
2025-03-30,120000.0
2025-03-31,120000.0
2025-04-01,120000.0
2025-04-02,120000.0
2025-04-03,120000.0
2025-04-04,120000.0
2025-04-05,120000.0
2025-04-06,120000.0
2025-04-07,120000.0
2025-04-08,120000.0
2025-04-09,120000.0
2025-04-10,120000.0
2025-04-11,120000.0
2025-04-12,120000.0
2025-04-13,120000.0
2025-04-14,120000.0
2025-04-15,120000.0
2025-04-16,120000.0
2025-04-17,120000.0
2025-04-18,120000.0
2025-04-19,120000.0
2025-04-20,120000.0
2025-04-21,120000.0
2025-04-22,120000.0
2025-04-23,120000.0
2025-04-24,120000.0
2025-04-25,120000.0
2025-04-26,120000.0
2025-04-27,120000.0
2025-04-28,120000.0
2025-04-29,120000.0
2025-04-30,120000.0
2025-05-01,120000.0
2025-05-02,120000.0
2025-05-03,120000.0
2025-05-04,120000.0
2025-05-05,120000.0
2025-05-06,120000.0
2025-05-07,120000.0
2025-05-08,120000.0
2025-05-09,120000.0
2025-05-10,120000.0
2025-05-11,120000.0
2025-05-12,120000.0
2025-05-13,120000.0
2025-05-14,120000.0
2025-05-15,120000.0
2025-05-16,120000.0
2025-05-17,120000.0
2025-05-18,120000.0
2025-05-19,120000.0
2025-05-20,120000.0
2025-05-21,120000.0
2025-05-22,120000.0
2025-05-23,120000.0
2025-05-24,120000.0
2025-05-25,120000.0
2025-05-26,120000.0
2025-05-27,120000.0
2025-05-28,120000.0
2025-05-29,120000.0
2025-05-30,120000.0
2025-05-31,120000.0
2025-06-01,120000.0
2025-06-02,120000.0
2025-06-03,120000.0
2025-06-04,120000.0
2025-06-05,120000.0
2025-06-06,120000.0
2025-06-07,120000.0
2025-06-08,120000.0
2025-06-09,120000.0
2025-06-10,120000.0
2025-06-11,120000.0
2025-06-12,120000.0
2025-06-13,120000.0
2025-06-14,120000.0
2025-06-15,120000.0
2025-06-16,120000.0
2025-06-17,120000.0
2025-06-18,120000.0
2025-06-19,120000.0
2025-06-20,120000.0
2025-06-21,120000.0
2025-06-22,120000.0
2025-06-23,120000.0
2025-06-24,120000.0
2025-06-25,120000.0
2025-06-26,120000.0
2025-06-27,120000.0
2025-06-28,120000.0
2025-06-29,120000.0
2025-06-30,120000.0
2025-07-01,120000.0
2025-07-02,120000.0
2025-07-03,120000.0
2025-07-04,120000.0
2025-07-05,120000.0
2025-07-06,120000.0
2025-07-07,120000.0
2025-07-08,120000.0
2025-07-09,120000.0
2025-07-10,120000.0
2025-07-11,120000.0
2025-07-12,120000.0
2025-07-13,120000.0
2025-07-14,120000.0
2025-07-15,120000.0
2025-07-16,120000.0
2025-07-17,120000.0
2025-07-18,120000.0
2025-07-19,120000.0
2025-07-20,120000.0
2025-07-21,120000.0
2025-07-22,120000.0
2025-07-23,120000.0
2025-07-24,120000.0
2025-07-25,120000.0
2025-07-26,120000.0
2025-07-27,120000.0
2025-07-28,120000.0
2025-07-29,120000.0
2025-07-30,120000.0
2025-07-31,120000.0
2025-08-01,120000.0
2025-08-02,120000.0
2025-08-03,120000.0
2025-08-04,120000.0
2025-08-05,120000.0
2025-08-06,120000.0
2025-08-07,120000.0
2025-08-08,120000.0
2025-08-09,120000.0
2025-08-10,120000.0
2025-08-11,120000.0
2025-08-12,120000.0
2025-08-13,120000.0
2025-08-14,120000.0
2025-08-15,120000.0
2025-08-16,120000.0
2025-08-17,120000.0
2025-08-18,120000.0
2025-08-19,120000.0
2025-08-20,120000.0
2025-08-21,120000.0
2025-08-22,120000.0
2025-08-23,120000.0
2025-08-24,120000.0
2025-08-25,120000.0
2025-08-26,120000.0
2025-08-27,120000.0
2025-08-28,120000.0
2025-08-29,120000.0
2025-08-30,120000.0
2025-08-31,120000.0
2025-09-01,120000.0
2025-09-02,120000.0
2025-09-03,120000.0
2025-09-04,120000.0
2025-09-05,120000.0
2025-09-06,120000.0
2025-09-07,120000.0
2025-09-08,120000.0
2025-09-09,120000.0
2025-09-10,120000.0
2025-09-11,120000.0
2025-09-12,120000.0
2025-09-13,120000.0
2025-09-14,120000.0
2025-09-15,120000.0
2025-09-16,120000.0
2025-09-17,120000.0
2025-09-18,120000.0
2025-09-19,120000.0
2025-09-20,120000.0
2025-09-21,120000.0
2025-09-22,120000.0
2025-09-23,120000.0
2025-09-24,120000.0
2025-09-25,120000.0
2025-09-26,120000.0
2025-09-27,120000.0
2025-09-28,120000.0
2025-09-29,120000.0
2025-09-30,120000.0
2025-10-01,120000.0
2025-10-02,120000.0
2025-10-03,120000.0
2025-10-04,120000.0
2025-10-05,120000.0
2025-10-06,120000.0
2025-10-07,120000.0
2025-10-08,120000.0
2025-10-09,120000.0
2025-10-10,120000.0
2025-10-11,120000.0
2025-10-12,120000.0
2025-10-13,120000.0
2025-10-14,120000.0
2025-10-15,120000.0
2025-10-16,120000.0
2025-10-17,120000.0
2025-10-18,120000.0
2025-10-19,120000.0
2025-10-20,120000.0
2025-10-21,120000.0
2025-10-22,120000.0
2025-10-23,120000.0
2025-10-24,120000.0
2025-10-25,120000.0
2025-10-26,120000.0
2025-10-27,120000.0
2025-10-28,120000.0
2025-10-29,120000.0
2025-10-30,120000.0
2025-10-31,120000.0
2025-11-01,120000.0
2025-11-02,120000.0
2025-11-03,120000.0
2025-11-04,120000.0
2025-11-05,120000.0
2025-11-06,120000.0
2025-11-07,120000.0
2025-11-08,120000.0
2025-11-09,120000.0
2025-11-10,120000.0
2025-11-11,120000.0
2025-11-12,120000.0
2025-11-13,120000.0
2025-11-14,120000.0
2025-11-15,120000.0
2025-11-16,120000.0
2025-11-17,120000.0
2025-11-18,120000.0
2025-11-19,120000.0
2025-11-20,120000.0
2025-11-21,120000.0
2025-11-22,120000.0
2025-11-23,120000.0
2025-11-24,120000.0
2025-11-25,120000.0
2025-11-26,120000.0
2025-11-27,120000.0
2025-11-28,120000.0
2025-11-29,120000.0
2025-11-30,120000.0
2025-12-01,120000.0
2025-12-02,120000.0
2025-12-03,120000.0
2025-12-04,120000.0
2025-12-05,120000.0
2025-12-06,120000.0
2025-12-07,120000.0
2025-12-08,120000.0
2025-12-09,120000.0
2025-12-10,120000.0
2025-12-11,120000.0
2025-12-12,120000.0
2025-12-13,120000.0
2025-12-14,120000.0
2025-12-15,120000.0
2025-12-16,120000.0
2025-12-17,120000.0
2025-12-18,120000.0
2025-12-19,120000.0
2025-12-20,120000.0
2025-12-21,120000.0
2025-12-22,120000.0
2025-12-23,120000.0
2025-12-24,120000.0
2025-12-25,120000.0
2025-12-26,120000.0
2025-12-27,120000.0
2025-12-28,120000.0
2025-12-29,120000.0
2025-12-30,120000.0
2025-12-31,120000.0
2026-01-01,120000.0
2026-01-02,120000.0
2026-01-03,120000.0
2026-01-04,120000.0
2026-01-05,120000.0
2026-01-06,120000.0
2026-01-07,120000.0
2026-01-08,120000.0
2026-01-09,120000.0
2026-01-10,120000.0
2026-01-11,120000.0
2026-01-12,120000.0
2026-01-13,120000.0
2026-01-14,120000.0
2026-01-15,120000.0
2026-01-16,120000.0
2026-01-17,120000.0
2026-01-18,120000.0
2026-01-19,120000.0
2026-01-20,120000.0
2026-01-21,120000.0
2026-01-22,120000.0
2026-01-23,120000.0
2026-01-24,120000.0
2026-01-25,120000.0
2026-01-26,120000.0
2026-01-27,120000.0
2026-01-28,120000.0
2026-01-29,120000.0
2026-01-30,120000.0
2026-01-31,120000.0
2026-02-01,120000.0
2026-02-02,120000.0
2026-02-03,120000.0
2026-02-04,120000.0
2026-02-05,120000.0
2026-02-06,120000.0
2026-02-07,120000.0
2026-02-08,120000.0
2026-02-09,120000.0
2026-02-10,120000.0
2026-02-11,120000.0
2026-02-12,120000.0
2026-02-13,120000.0
2026-02-14,120000.0
2026-02-15,120000.0
2026-02-16,120000.0
2026-02-17,120000.0
2026-02-18,120000.0
2026-02-19,120000.0
2026-02-20,120000.0
2026-02-21,120000.0
2026-02-22,120000.0
2026-02-23,120000.0
2026-02-24,120000.0
2026-02-25,120000.0
2026-02-26,120000.0
2026-02-27,120000.0
2026-02-28,120000.0
2026-03-01,120000.0
2026-03-02,120000.0
2026-03-03,120000.0
2026-03-04,120000.0
2026-03-05,120000.0
2026-03-06,120000.0
2026-03-07,120000.0
2026-03-08,120000.0
2026-03-09,120000.0
2026-03-10,120000.0
2026-03-11,120000.0
2026-03-12,120000.0
2026-03-13,120000.0
2026-03-14,120000.0
2026-03-15,120000.0
2026-03-16,120000.0
2026-03-17,120000.0
2026-03-18,119638.36
2026-03-19,118442.9
2026-03-20,117238.08
2026-03-21,116023.87
2026-03-22,114800.25
2026-03-23,113567.18
2026-03-24,112324.65
2026-03-25,111072.62
2026-03-26,109811.08
2026-03-27,108540.0
2026-03-28,107259.35
2026-03-29,105969.11
2026-03-30,104669.24
2026-03-31,103359.74
2026-04-01,102040.57
2026-04-02,100711.7
2026-04-03,99373.12
2026-04-04,98024.79
2026-04-05,96666.69
2026-04-06,95298.79
2026-04-07,93921.08
2026-04-08,92533.52
2026-04-09,91136.09
2026-04-10,89728.77
2026-04-11,88311.52
2026-04-12,86884.33
2026-04-13,85447.16
2026-04-14,84000.0
